method,model_seed,city_seed,episode,eval_seed,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
TD3,4,2,30,1312030,0,0,1,-12.826092445721628,2200,969.9517822265625,14.379687309265137,12.406991958618164,2.768932342529297,8.119494261694225,1783.7537782971558,0.5437699945070436,nan
TD3,4,2,31,1312031,0,0,1,-16.625321050172403,2200,886.5634765625,27.95879364013672,13.332184791564941,2.5157508850097656,7.6046096165207295,1670.6199134623114,0.5306793420923153,nan
TD3,4,2,32,1312032,1,0,0,246.44469025231888,1584,924.8496704101562,9.985869407653809,9.985869407653809,4.004611015319824,9.719400363475687,1538.83841689472,0.6010050569678688,1.6638795105071178
TD3,4,2,33,1312033,1,0,0,250.16453049458624,1688,982.7908325195312,9.981790542602539,9.981790542602539,4.729625701904297,9.762203609773898,1646.697078326712,0.5968255154239979,1.675531581939117
TD3,4,2,34,1312034,0,0,1,-13.499926269031732,2200,908.58251953125,27.76250648498535,18.608644485473633,2.5277137756347656,7.790265567248518,1711.080153336492,0.5309993910919806,nan
TD3,4,2,35,1312035,1,0,0,230.19547820204977,1541,876.8655395507812,9.922586441040039,9.922586441040039,3.1738357543945312,9.79814981091417,1508.8320618928312,0.5811551608008333,1.720710865962194
TD3,4,2,36,1312036,0,0,1,5.302511272080295,2200,929.4274291992188,27.573223114013672,18.472280502319336,3.9266586303710938,8.016274811788039,1761.4861182601646,0.5276382365801567,nan
TD3,4,2,37,1312037,1,0,0,250.539082387267,1729,884.4312133789062,9.922986030578613,9.922986030578613,4.21327018737793,8.508497728182444,1469.1979186112758,0.6019823484468952,1.6611782763730263
TD3,4,2,38,1312038,0,0,1,-8.428528425589619,2200,850.3518676757812,27.99725914001465,10.971954345703125,4.246929168701172,7.629978147447109,1676.2476564037102,0.507294888334198,nan
TD3,4,2,39,1312039,0,0,1,-27.72418188728846,2200,926.1888427734375,24.496294021606445,14.21842098236084,3.2254409790039062,8.008475297194991,1758.880731226207,0.5265785373222795,nan
TD3,4,2,40,1312040,1,0,0,234.82668920455865,1707,895.831298828125,9.890495300292969,9.890495300292969,1.8804855346679688,9.593813737652493,1636.3615145703586,0.5474531702509109,1.8266402577259275
TD3,4,2,41,1312041,0,0,1,-5.380412445317063,2200,870.6620483398438,27.157024383544922,18.86864471435547,4.869687080383301,7.839723919237202,1722.3293359416655,0.5055142649961416,nan
TD3,4,2,42,1312042,1,0,0,228.40426130830645,1848,911.77783203125,9.989828109741211,9.989828109741211,1.96697998046875,7.49085788468294,1380.7874072435322,0.6603317985434364,1.5143901932419515
TD3,4,2,43,1312043,0,0,1,11.562631770535504,2200,967.5582885742188,27.268905639648438,14.636731147766113,3.3689537048339844,7.923414660069075,1741.0916554899432,0.55571933018193,nan
TD3,4,2,44,1312044,0,0,1,-34.37875297812431,2200,965.43798828125,27.38609504699707,11.62841510772705,0.9537162780761719,8.602830248468301,1890.9660533263884,0.5105527868059573,nan
TD3,4,2,45,1312045,1,0,0,213.35492095016957,1869,998.7924194335938,9.989056587219238,9.989056587219238,0.5404186248779297,9.031261548312225,1686.4593848880706,0.5922422018481537,1.6884983827214535
TD3,4,2,46,1312046,0,0,1,-0.4996138624946127,2200,953.478759765625,29.866458892822266,21.37155532836914,4.018154144287109,7.796502588919618,1712.7933283644622,0.5566805661697066,nan
TD3,4,2,47,1312047,1,0,0,235.6733682599408,1461,874.151611328125,9.99616813659668,9.99616813659668,2.4601593017578125,9.923224343778662,1447.9251988071057,0.6037270516794013,1.6563776581126803
TD3,4,2,48,1312048,1,0,0,229.2450617708892,1852,906.5487060546875,9.967187881469727,9.967187881469727,2.2641754150390625,8.616989458514857,1593.5239315128172,0.5688955704568883,1.7577918548335427
TD3,4,2,49,1312049,0,0,1,13.914417377427242,2200,866.0675048828125,26.073780059814453,13.344233512878418,6.960262298583984,7.889301736612212,1733.8533079386577,0.4995044857124979,nan
TD3,4,2,50,1312050,0,0,1,-37.89883913324055,2200,901.20361328125,27.078222274780273,23.8685359954834,1.4845085144042969,7.502156080454588,1647.6928318397124,0.5469487976560664,nan
TD3,4,2,51,1312051,0,0,1,-6.751235175192065,2200,900.7532348632812,27.04302406311035,15.342162132263184,5.122614860534668,7.934177108887922,1742.9782641888519,0.5167897118226396,nan
TD3,4,2,52,1312052,0,0,1,15.593752407274721,2200,969.654296875,20.7333984375,15.196459770202637,6.4560418128967285,8.057419097640297,1770.5819744297698,0.54764722044981,nan
TD3,4,2,53,1312053,0,0,1,-1.4043117639107408,2200,939.42138671875,28.566022872924805,18.3237247467041,2.0158920288085938,7.99185267185623,1755.7013139677902,0.5350690229852983,nan
TD3,4,2,54,1312054,0,0,1,-15.41148228046707,2200,875.9447631835938,91.88093566894531,84.4117431640625,1.6080894470214844,6.91565320119939,1518.3408746888565,0.5769091630119589,nan
TD3,4,2,55,1312055,0,0,1,8.97008336927297,2200,888.3553466796875,25.8436279296875,15.455770492553711,4.8925557136535645,7.7653409708900885,1706.4504750351143,0.5205866561474088,nan
TD3,4,2,56,1312056,0,0,1,-38.490381443428234,2200,922.67431640625,116.04742431640625,110.5203857421875,0.9140090942382812,7.035925764956257,1543.8925189767376,0.5976285946496981,nan
TD3,4,2,57,1312057,0,0,1,-4.971287105261851,2200,865.451171875,108.65190124511719,108.65190124511719,6.430444717407227,6.405242231843824,1403.4097740960221,0.6166774578953341,nan
TD3,4,2,58,1312058,1,0,0,249.68555114739328,1674,880.9793701171875,9.903951644897461,9.903951644897461,3.7217063903808594,8.585369970208856,1435.0685913753887,0.6138935625877264,1.628946874413752
TD3,4,2,59,1312059,1,0,0,253.33844963779205,1662,919.5249633789062,9.952352523803711,9.952352523803711,4.467092514038086,9.458981548082958,1570.9887612125835,0.5853160672321817,1.7084786425371143
TD3,4,2,60,1312060,0,0,1,6.311885948599183,2200,930.0692749023438,23.61423110961914,15.04977035522461,2.188962936401367,7.555487576980482,1659.7793795756681,0.5603571693607383,nan
TD3,4,2,61,1312061,0,0,1,1.830155458932083,2200,974.052734375,26.062618255615234,12.106257438659668,4.4144697189331055,7.826997301077301,1719.7881883981865,0.5663794768134989,nan
TD3,4,2,62,1312062,0,0,1,10.326130833632632,2200,929.9498901367188,20.791797637939453,18.60126495361328,7.809814929962158,8.152314151979306,1791.0972324065192,0.519206815415173,nan
TD3,4,2,63,1312063,0,0,1,13.473652896167962,2200,990.785888671875,28.80177879333496,17.450286865234375,5.592037200927734,8.470438462685456,1861.874956058379,0.532144162231703,nan
TD3,4,2,64,1312064,0,0,1,0.30332759908782236,2200,890.5821533203125,26.24843978881836,17.613344192504883,4.626681804656982,7.685094111778519,1688.3890548126055,0.5274744886445372,nan
TD3,4,2,65,1312065,1,0,0,229.56513340306515,1824,902.2018432617188,9.965601921081543,9.965601921081543,1.8722877502441406,8.138745731763999,1482.5102184664738,0.6085636591395418,1.6432134666304534
TD3,4,2,66,1312066,0,0,1,-2.659890286438582,2200,959.3397827148438,28.292320251464844,14.706501960754395,5.3279876708984375,7.966467121988535,1750.1434128994538,0.5481492405959523,nan
TD3,4,2,67,1312067,1,0,0,238.40576520026477,1644,900.3546752929688,9.997343063354492,9.997343063354492,2.2384376525878906,9.298640348107856,1526.452003968022,0.5898349066675473,1.6953896568275448
TD3,4,2,68,1312068,0,0,1,-54.90194717449275,2200,873.0271606445312,138.24774169921875,138.24774169921875,1.0592002868652344,6.68256543290886,1466.3786668237096,0.5953626988693009,nan
TD3,4,2,69,1312069,0,0,1,-20.989215495256516,2200,895.8093872070312,27.66472816467285,17.422626495361328,1.0169391632080078,7.47705415353179,1642.1518207770068,0.5455094808366541,nan
TD3,4,2,70,1312070,0,0,1,-11.17731054139108,2200,937.7103881835938,26.937585830688477,15.522762298583984,2.0416030883789062,7.966639246832241,1750.507522858204,0.5356791535819928,nan
TD3,4,2,71,1312071,0,0,1,5.925119277049674,2200,956.9295654296875,13.24719524383545,12.679608345031738,3.8670225143432617,8.24816594191573,1812.3701423878415,0.5279989683392763,nan
TD3,4,2,72,1312072,0,0,1,-0.13883808466930248,2200,854.8480224609375,27.359216690063477,17.191593170166016,2.9098548889160156,7.587435012730685,1666.8430254947477,0.5128545456205775,nan
TD3,4,2,73,1312073,1,0,0,121.27408375014278,1649,870.7073364257812,9.949443817138672,9.949443817138672,0.5384407043457031,9.320711331793293,1535.6781211023463,0.5669855710393054,1.7637133131394567
TD3,4,2,74,1312074,0,0,1,5.57851716112819,2200,898.7054443359375,25.636625289916992,15.590693473815918,3.8286094665527344,7.475505373775959,1642.036667737185,0.5473114346309952,nan
TD3,4,2,75,1312075,0,0,1,9.32075090449844,2200,866.7999877929688,26.81920623779297,14.839184761047363,3.6395950317382812,7.7241898474097255,1697.0047116829278,0.510782310635637,nan
TD3,4,2,76,1312076,0,0,1,-22.72167433195189,2200,864.7372436523438,27.3342227935791,18.908475875854492,1.0561866760253906,7.747949399209835,1702.245150340769,0.5079980656600689,nan
TD3,4,2,77,1312077,1,0,0,240.32754141125145,1963,901.5567016601562,9.981146812438965,9.981146812438965,6.4298553466796875,8.213557416179382,1610.1852613212636,0.5599086784090728,1.7860055372626207
TD3,4,2,78,1312078,0,0,1,1.214249950538175,2200,900.2847290039062,18.70830535888672,11.580987930297852,5.710777282714844,7.835122413201765,1721.4529631700486,0.5229795691576932,nan
TD3,4,2,79,1312079,1,0,0,240.60291261997068,1518,850.7010498046875,9.988852500915527,9.988852500915527,2.4755706787109375,9.298454069887068,1409.4006734426985,0.6035906366687813,1.6567520091414991
TD3,4,2,80,1312080,1,0,0,247.64430611451485,1586,959.2610473632812,9.89844799041748,9.89844799041748,4.654897689819336,9.976865103761906,1580.227656593086,0.6070397789590732,1.6473385017943285
TD3,4,2,81,1312081,0,0,1,7.08654176428351,2200,985.5137329101562,27.569293975830078,14.244804382324219,4.773380279541016,8.575633771202781,1884.4783318502498,0.5229636850971604,nan
TD3,4,2,82,1312082,0,0,1,-13.817651939071993,2200,929.5166625976562,28.875179290771484,17.203393936157227,2.1218490600585938,8.107517670718106,1781.278844340697,0.5218254657606386,nan
TD3,4,2,83,1312083,0,0,1,11.317810085738472,2200,911.8676147460938,25.387266159057617,15.389020919799805,6.934347629547119,8.30796382887797,1825.9844716856298,0.49938410150022633,nan
TD3,4,2,84,1312084,0,0,1,-0.44816644223502067,2200,852.8340454101562,26.878347396850586,15.657950401306152,2.7082347869873047,7.636517079987309,1677.6221935082442,0.508358824001195,nan
TD3,4,2,85,1312085,1,0,0,208.00025692054263,1791,931.6392211914062,9.942513465881348,9.942513465881348,1.2478599548339844,8.872762309213647,1587.5482943516088,0.5868414992514663,1.7040376341406147
TD3,4,2,86,1312086,0,0,1,-36.703316711444316,2200,882.4483642578125,25.65843391418457,12.285737991333008,1.8212699890136719,7.823639921437611,1718.8471715990793,0.5133954774099273,nan
TD3,4,2,87,1312087,0,0,1,-25.97189800407672,2200,880.2014770507812,28.24094581604004,15.021430969238281,1.5240135192871094,7.92812335236506,1742.2469565393708,0.5052105120614632,nan
TD3,4,2,88,1312088,0,0,1,1.4100440275373813,2200,969.2470092773438,17.247617721557617,16.878829956054688,4.807997226715088,8.302624015916477,1824.6063112795168,0.5312088439492754,nan
TD3,4,2,89,1312089,0,0,1,-2.04115738850183,2200,852.2921142578125,26.67764663696289,20.60637855529785,2.73291015625,7.291471063371071,1601.5627294530443,0.5321628048555314,nan
TD3,4,2,90,1312090,1,0,0,245.64936606355406,1501,883.8483276367188,9.93818187713623,9.93818187713623,5.374755859375,9.95188498711443,1492.594838560025,0.5921555567547104,1.6887454463493814
TD3,4,2,91,1312091,0,0,1,-24.53535538530531,2200,859.0065307617188,28.188377380371094,16.627099990844727,1.004608154296875,7.683870302181353,1687.5476547916805,0.5090265322716228,nan
TD3,4,2,92,1312092,0,0,1,9.795034957746992,2200,894.14208984375,26.904138565063477,18.53349494934082,8.51054859161377,7.052321508513256,1548.9092296822203,0.5772721039483995,nan
TD3,4,2,93,1312093,1,0,0,251.53497627854716,1561,861.1741943359375,9.989842414855957,9.989842414855957,6.112922668457031,8.871551553459216,1382.6081467253105,0.6228620859609554,1.605491845690357
TD3,4,2,94,1312094,0,0,1,0.8118521799794678,2200,931.1094970703125,25.731836318969727,14.840611457824707,3.372638702392578,8.041119282326916,1767.1812466858448,0.5268896435023326,nan
TD3,4,2,95,1312095,0,0,1,-11.411547670252574,2200,882.9459838867188,25.89984893798828,12.643620491027832,3.169158935546875,7.894505302635106,1734.6817163035569,0.5089959590789908,nan
TD3,4,2,96,1312096,0,0,1,-13.841712540715022,2200,862.912109375,25.592422485351562,12.654026985168457,2.8132476806640625,7.489215075590394,1645.3470232055815,0.5244559945134332,nan
TD3,4,2,97,1312097,0,0,1,9.168639315828656,2200,934.768798828125,26.377460479736328,16.071914672851562,5.718099117279053,8.104070852588524,1780.9027515420494,0.5248848080102784,nan
TD3,4,2,98,1312098,0,0,1,12.27172103863775,2200,933.7977294921875,27.041563034057617,18.09181022644043,5.463476181030273,7.924693043259057,1741.3558993022727,0.5362474895949426,nan
TD3,4,2,99,1312099,0,0,1,10.648402457513484,2200,891.8472900390625,27.100784301757812,20.679258346557617,6.355949401855469,7.927127617665312,1741.90265351506,0.5119960568630891,nan
TD3,4,2,100,1312100,0,0,1,-26.93731387742369,2200,976.75,29.1896915435791,18.951107025146484,1.4372062683105469,8.505723495754328,1869.4439529473382,0.5224815638147751,nan
TD3,4,2,101,1312101,0,0,1,9.885667316215375,2200,875.529541015625,26.8122501373291,13.146526336669922,5.275356292724609,7.23642840474844,1589.665544054759,0.5507633629539533,nan
TD3,4,2,102,1312102,0,0,1,-72.16852639875846,2200,979.273193359375,27.297304153442383,17.146961212158203,0.8375701904296875,7.9950160445002,1756.4628164236258,0.5575257182803879,nan
TD3,4,2,103,1312103,1,0,0,242.3587382733039,1626,888.3136596679688,9.977404594421387,9.977404594421387,4.123435974121094,9.101257445847416,1477.710222160538,0.6011419873438911,1.6635005057930463
TD3,4,2,104,1312104,1,0,0,250.37300499669877,1664,899.4144897460938,9.966737747192383,9.966737747192383,4.1041107177734375,9.264617670005045,1540.1803260236607,0.5839670034405288,1.7124255208057146
TD3,4,2,105,1312105,1,0,0,252.34313596741504,1639,984.819580078125,9.978592872619629,9.978592872619629,7.720561981201172,9.218003485099509,1509.6014430427335,0.652370587360552,1.532871069564821
TD3,4,2,106,1312106,0,0,1,9.401824235813095,2200,987.63134765625,25.856740951538086,18.885478973388672,5.957239151000977,7.945605030615221,1745.907233607776,0.5656837480507998,nan
TD3,4,2,107,1312107,1,0,0,246.3940447691483,1619,925.6801147460938,9.88607120513916,9.88607120513916,4.272068023681641,9.490032995829544,1534.9605832070654,0.6030644205938023,1.6581976416638182
TD3,4,2,108,1312108,0,0,1,-46.01345048854035,2200,884.9627685546875,26.971330642700195,12.37942886352539,1.1163101196289062,7.719640350992029,1696.1448864507163,0.5217495130422051,nan
TD3,4,2,109,1312109,0,0,1,-18.716619550046303,2200,988.9144287109375,27.282955169677734,12.18204116821289,1.5522880554199219,8.488042932288213,1865.6791276872211,0.5300560069709521,nan
TD3,4,2,110,1312110,0,1,0,-168.97031432104131,1194,891.6699829101562,239.78968811035156,239.78968811035156,0.0,8.817794243095308,1051.777934321041,0.8477739965953556,nan
TD3,4,2,111,1312111,0,0,1,2.5562817675828455,2200,893.8297729492188,26.411897659301758,18.589313507080078,3.865276336669922,7.919615840207447,1740.1069470260502,0.5136637000828189,nan
TD3,4,2,112,1312112,0,0,1,12.608139357908996,2200,910.0282592773438,25.971786499023438,17.46268081665039,8.932754516601562,7.705160505785184,1692.4693809491464,0.5376925984722954,nan
TD3,4,2,113,1312113,0,0,1,7.899233224203016,2200,944.6161499023438,16.253681182861328,13.449856758117676,3.402843475341797,8.466945527439767,1860.6599681736122,0.5076780099856507,nan
TD3,4,2,114,1312114,0,0,1,5.8131133137517566,2200,955.5830688476562,21.034934997558594,14.16182804107666,3.956066131591797,8.13357195846059,1787.4164746615293,0.5346169079193523,nan
TD3,4,2,115,1312115,1,0,0,257.2648353162636,1551,968.2824096679688,9.994832992553711,9.994832992553711,8.379337310791016,9.628421790979509,1492.422749924236,0.6487990147008442,1.5413093690672321
TD3,4,2,116,1312116,1,0,0,242.50178455967563,1545,940.5510864257812,9.974835395812988,9.974835395812988,2.6859092712402344,10.225800111070035,1578.2061319908714,0.5959621290023105,1.6779589697655486
TD3,4,2,117,1312117,0,0,1,11.860909631079508,2200,906.5020141601562,24.250905990600586,12.901890754699707,7.351360321044922,7.9072338905388655,1737.697022197666,0.5216686238051458,nan
TD3,4,2,118,1312118,0,0,1,-62.69716192714803,2200,905.5986938476562,614.9384765625,614.9384765625,3.993091583251953,3.9242729054662315,855.4718851318032,1.058595506862426,nan
TD3,4,2,119,1312119,0,0,1,-45.47219496701852,2200,947.7789916992188,107.83731842041016,97.27610778808594,2.571197509765625,7.564798393384977,1660.3647892920023,0.5708257593822873,nan
TD3,4,2,120,1312120,1,0,0,222.48703199118825,1561,868.370849609375,9.97740364074707,9.97740364074707,2.3909225463867188,9.571703673478199,1492.1349430844123,0.5819653601934648,1.718315330086943
TD3,4,2,121,1312121,0,0,1,-1.3405391776619382,2200,926.3062133789062,26.57857894897461,20.77218246459961,2.343170166015625,7.3875215003978125,1622.5639473774581,0.5708904199899735,nan
TD3,4,2,122,1312122,1,0,0,249.43745975299328,1577,996.99072265625,9.98099422454834,9.98099422454834,4.260429382324219,9.845456327980806,1551.3474795741251,0.642661128975401,1.5560300054156175
TD3,4,2,123,1312123,0,0,1,-10.325744227464583,2200,916.4199829101562,26.44877815246582,14.1903715133667,1.9053535461425781,8.291559069129553,1821.9715909651923,0.5029825862568369,nan
TD3,4,2,124,1312124,1,0,0,231.73907794612126,1618,961.08251953125,9.936911582946777,9.936911582946777,4.027992248535156,9.598015979577054,1551.3883767892037,0.619498337044611,1.6142093371398163
TD3,4,2,125,1312125,0,0,1,-0.7292682419651584,2200,959.0516357421875,24.500566482543945,14.795429229736328,2.351306915283203,8.52601708704775,1873.8329437890454,0.5118127733430204,nan
TD3,4,2,126,1312126,0,0,1,-10.96295251159188,2200,897.5774536132812,23.85075569152832,18.248661041259766,2.310802459716797,7.522205082611604,1652.0446697507846,0.5433130653474905,nan
TD3,4,2,127,1312127,0,0,1,-1.4658482340981607,2200,919.6563720703125,26.799657821655273,13.15700626373291,2.9886627197265625,8.071954355835915,1773.8594976227205,0.5184493886369307,nan
TD3,4,2,128,1312128,1,0,0,257.2684769504161,1855,949.828857421875,9.991765975952148,9.991765975952148,9.092247009277344,9.04009732769506,1675.3349990134275,0.5669486150418936,1.7638282790868212
TD3,4,2,129,1312129,0,0,1,5.127209358936952,2200,913.7894897460938,27.544597625732422,15.288922309875488,5.5803985595703125,7.664222188686782,1683.5411435820834,0.542778234573951,nan
TD3,4,2,130,1312130,0,0,1,2.9039074384998713,2200,855.1055297851562,26.113243103027344,19.123634338378906,3.8960914611816406,7.867180488759821,1728.3701005931266,0.4947467729809193,nan
TD3,4,2,131,1312131,0,0,1,11.420748807622928,2200,889.1446533203125,26.85295295715332,18.844898223876953,7.356712341308594,7.2428697011823004,1590.8581428554169,0.5589088237147247,nan
TD3,4,2,132,1312132,1,0,0,222.02214113637444,2053,991.5681762695312,9.997903823852539,9.997903823852539,1.3387184143066406,8.754108441265048,1795.109126394089,0.552372087963998,1.8103738798351032
TD3,4,2,133,1312133,0,0,1,-108.32652810654663,2200,919.98095703125,29.444116592407227,29.444116592407227,0.5283088684082031,7.8092173736271535,1714.648531282533,0.5365420027759958,nan
TD3,4,2,134,1312134,0,0,1,-1.6434453769102788,2200,947.4876708984375,26.195751190185547,17.47199821472168,3.698272705078125,7.868826554525982,1728.9173237029886,0.5480237012543272,nan
TD3,4,2,135,1312135,0,0,1,13.682853069999837,2200,983.8411865234375,26.317440032958984,12.950530052185059,7.602373123168945,8.276312859153206,1818.9745732095323,0.5408768220368666,nan
TD3,4,2,136,1312136,0,0,1,-99.51374775981519,2200,992.0380859375,15.503780364990234,10.262633323669434,0.17092323303222656,8.294378182833844,1822.7636686438705,0.5442494290417653,nan
TD3,4,2,137,1312137,0,0,1,-16.559511004013032,2200,991.443603515625,26.92693519592285,21.631620407104492,2.1601524353027344,8.168997032913294,1795.0879242611716,0.5523092156745953,nan
TD3,4,2,138,1312138,0,0,1,2.0462216421107797,2200,890.18310546875,26.584383010864258,13.808810234069824,2.0865821838378906,8.143722396953539,1789.7207429396142,0.4973865945178829,nan
TD3,4,2,139,1312139,0,0,1,-17.59513751914396,2200,905.521240234375,27.25359535217285,16.08771324157715,0.14727401733398438,7.490802910463376,1645.4148581630964,0.5503300494352399,nan
TD3,4,2,140,1312140,1,0,0,243.77223207101673,1843,961.3314819335938,9.991438865661621,9.991438865661621,5.243461608886719,9.071437655747486,1670.2939966415452,0.5755462714148167,1.7374797642972901
TD3,4,2,141,1312141,1,0,0,204.3160299200722,1586,901.1546020507812,9.993097305297852,9.993097305297852,1.1052398681640625,9.462218346128248,1499.4398243301862,0.6009941762440086,1.6639096342823656
TD3,4,2,142,1312142,0,0,1,-0.3686667225440914,2200,867.9776000976562,27.11907958984375,15.939851760864258,2.4491004943847656,7.711594084419987,1694.0204128352354,0.5123772969446961,nan
TD3,4,2,143,1312143,1,0,0,248.17625017140392,1735,990.830810546875,9.989066123962402,9.989066123962402,3.592662811279297,8.790173501927159,1523.2369373401455,0.6504771426282832,1.537333035192372
TD3,4,2,144,1312144,0,0,1,13.083967946792797,2200,981.4771118164062,27.183002471923828,17.567771911621094,7.087308406829834,7.761031594764103,1705.4047498082105,0.5755097796735836,nan
TD3,4,2,145,1312145,0,0,1,5.351598923601628,2200,860.9688110351562,29.013614654541016,21.377742767333984,3.5404396057128906,7.602972699471495,1670.2235047426286,0.5154811967323059,nan
TD3,4,2,146,1312146,0,0,1,-16.989730195579867,2200,988.417236328125,165.51654052734375,165.51654052734375,4.0842437744140625,6.940911508861252,1522.8827843082486,0.649043541967087,nan
